characters_araber;Araber
sequences_a02_salonwagen_hinterer_eingang_leave_1#5;[Ohi goes to the window, looked out and holds on (idle).]
spokentexts_a02_salonwagen_hinterer_eingang_leave_2_st_1;Je vais rejoindre les autres. Espérons que l'agent Oliver a trouvé l'ingénieur.
sequences_a02_salonwagen_hinterer_eingang_leave_2#2;[Ohi climbs into the wagon.]
sequences_a02_salonwagen_hinterer_eingang_leave_2#3;"[Continue with the scene ""tunnel - Stowaway"".]"
texts_a02_salonwagen_rum_mo_ex_1;Examiner la bouteille de rhum fort
texts_a02_salonwagen_rum_mo_use_1;Utiliser le rhum fort avec...
texts_a02_salonwagen_rum_mo_used_mit_streichhoelzer;Faire flamber le rhum
spokentexts_a02_salonwagen_rum_ex_1_st_1;Du rhum d'Autriche, croyez-le ou non, c'est 80% d'alcool par volume ! Il n'y a aucun moyen que quelqu'un puisse le boire directement.
sequences_a02_salonwagen_rum_use_1#1;[The Rum is attached to the cursor and can now be used.]
spokentexts_a02_salonwagen_rum_used_mit_streichhoelzer_1_st_1;Je m'attends à ce que le rhum brûle comme du méthanol, mais je ferais mieux de ne pas tester cette théorie dans la bouteille.
texts_a02_salonwagen_streichhoelzer_mo_ex_2;Allumettes
texts_a02_salonwagen_streichhoelzer_mo_inventar_1__3-5;Allumer une allumette
texts_a02_salonwagen_streichhoelzer_mo_inventar_2;Allumer la torche
spokentexts_a02_salonwagen_streichhoelzer_ex_1_st_1;Une moitié de boite d'allumette parfait pour obtenir une flamme.
spokentexts_a02_salonwagen_streichhoelzer_ex_2_st_1;"""Allumettes Sterntaler"". Probablement allemande. Je les rendrais au Dr Gebhardt dès que nous sortirons d'ici."
sequences_a02_salonwagen_streichhoelzer_use_1#1;[Ohi takes out a match, lights it and keeps it to himself.]
sequences_a02_salonwagen_streichhoelzer_use_2#1;"[Acts as a ""used with torch"", see below.]"
sequences_a02_salonwagen_streichhoelzer_use_3#1;[Ohi takes out a match, lights it and keeps it to himself. It immediately begins to flicker and go out.]
spokentexts_a02_salonwagen_streichhoelzer_use_3_st_2;Cette dernière est tout à fait bienvenue. Elle nous fera gagner un peu plus de temps.
sequences_a02_salonwagen_streichhoelzer_use_4#1;[Ohi takes out a match, lights it and keeps it to himself. It immediately begins to flicker and go out.]
spokentexts_a02_salonwagen_streichhoelzer_use_5_st_1;Ce serait soufflé immédiatement. Je ferais mieux de garder des allumettes.
spokentexts_a02_salonwagen_streichhoelzer_use_6_st_1;Une allumette devrait suffire.
spokentexts_a02_salonwagen_streichhoelzer_use_7_st_1;Je ne devrais pas les gaspiller. Une allumette devrait suffire.
sequences_a02_salonwagen_streichhoelzer_use_8_uebergang#1;hi lights a match, and it goes directly out.]
spokentexts_a02_salonwagen_streichhoelzer_use_8_uebergang_st_1_direction;unhappy
spokentexts_a02_salonwagen_streichhoelzer_use_8_uebergang_st_1;Hmm.
texts_a02_salonwagen_streichholz_mo_ex_1;Allumette enflammée
spokentexts_a02_salonwagen_streichholz_ex_1_st_1;Un allumette enflammée.
texts_a02_salonwagen_stuhl_mo_ex_1a__1b;Regarder la chaise
texts_a02_salonwagen_stuhl_mo_used_mit_feuerloescher;Casser un pied de chaise avec l'extincteur
spokentexts_a02_salonwagen_stuhl_ex_1a_st_1;La chaise a dû tombée lors de l'arrêt brusque ou alors un passager l'a renversé.
spokentexts_a02_salonwagen_stuhl_ex_1a_st_2;Voulant descendre du train le plus rapidement possible après un arrêt brusque et un énorme tremblement. C'est compréhensible.
spokentexts_a02_salonwagen_stuhl_ex_1b_st_1;Ça ne m'embête pas. Je vais la laisser là.
sequences_a02_salonwagen_stuhl_used_mit_feuerloescher#1;[Ohi erases the match, throws it away.]
sequences_a02_salonwagen_stuhl_used_mit_feuerloescher#2;[Ohi takes the fire extinguisher and hits to one of the chair legs. At the first hit it crooked, in the second it is released completely from the chair. Ohi lays the fire extinguisher aside.]
spokentexts_a02_salonwagen_stuhl_used_mit_feuerloescher_st_1_direction;effort
spokentexts_a02_salonwagen_stuhl_used_mit_feuerloescher_st_1;Huagh ! Ehh !
texts_a02_salonwagen_stuhlbein_mo_bar;Utiliser le pied de chaise avec ...
texts_a02_salonwagen_stuhlbein_mo_inventar;Pied de chaise
texts_a02_salonwagen_stuhlbein_mo_take_1;Prendre le pied de chaise
texts_a02_salonwagen_stuhlbein_mo_used_mit_streichhoelzer_1;Mettre le feu au pied de chaise
spokentexts_a02_salonwagen_stuhlbein_ex_1_st_1;J'ai cassé un pied de cette magnifique chaise. Connaîssant les Chemins de Fer Fédéraux Suisses, ils vont essayer de me la facturer.
sequences_a02_salonwagen_stuhlbein_take_1#1;[Ohi takes the chair leg and carries it to the bar and places it there. ]
spokentexts_a02_salonwagen_stuhlbein_take_1_st_1;Très bien... Allons-y !
spokentexts_a02_salonwagen_stuhlbein_used_mit_streichhoelzer_1_st_1;Je ne mettrais jamais le feu au pied de la chaise en utilisant des allumettes. J'ai besoin d'un meilleur plan.
spokentexts_a02_salonwagen_stuhlbein_used_mit_vorhang_2_st_1;Cela ne fait aucun sens.
texts_a02_salonwagen_tuer_zum_grossraumwagon_mo_leave_1a__1b;Aller dans la voiture suivante
spokentexts_a02_salonwagen_tuer_zum_grossraumwagon_leave_1a_st_1;Je dois me concentrer sur le désaccouplement du wagon. Je suis sûre que Legrand a tout le reste sous contrôle.
spokentexts_a02_salonwagen_tuer_zum_grossraumwagon_leave_1b_st_1;My job is back at the freight car.
spokentexts_a02_salonwagen_tuer_zum_grossraumwagon_leave_1b_st_2;La vie des gens là-bas dépendra de la rapidité que je met !
texts_a02_salonwagen_tuer_zum_uebergang_mo_leave_1;Aller à l'extérieur
sequences_a02_salonwagen_tuer_zum_uebergang_leave_1#1;[Ohi walks through the door in the direction of the transition.]
texts_a02_salonwagen_vorderer_eingang_mo_ex_1;Chercher
texts_a02_salonwagen_vorderer_eingang_mo_leave_1__2;Regarder par la fenêtre
texts_a02_salonwagen_vorderer_eingang_mo_use_1;Briser la fenêtre avec l'extincteur
spokentexts_a02_salonwagen_vorderer_eingang_use_mit_feuerloescher_1_st_1;Pourquoi ? L'air extérieur est à peine meilleur que l'air ici.
spokentexts_a02_salonwagen_vorderer_eingang_use_mit_feuerloescher_1_st_2;En fait, le tunnel est remplit de fumée.
sequences_a02_salonwagen_vorderer_eingang_ex_1#1;[Ohi goes to the window, holds on and looks out (idle).]
spokentexts_a02_salonwagen_vorderer_eingang_ex_1_st_1;Je ne vois pas Legrand ou l'agent de police, mais je ne peux distinguer les silhouettes de certains des passagers. Ils semblent être indemnes.
spokentexts_a02_salonwagen_vorderer_eingang_ex_1_st_2;Malgré tout, le feu prend de l'ampleur et je n'ai pas beaucoup de temps.
sequences_a02_salonwagen_vorderer_eingang_ex_1#4;[Ohi leaves the window again, back to normal position.]
sequences_a02_salonwagen_vorderer_eingang_leave_1#1;[Ohi goes to the window, holds on and looks out (idle).]
spokentexts_a02_salonwagen_vorderer_eingang_leave_1_st_1;Le feu aspire tout l'oxygène hors du tunnel et le remplit avec du monoxyde de carbone toxique.
spokentexts_a02_salonwagen_vorderer_eingang_leave_1_st_2;Ici, dans les Alpes, il y a eu des dizaines de catastrophes dans les tunnels qui ont abouti à la mort par asphyxie. Mais jamais durant mon service !
sequences_a02_salonwagen_vorderer_eingang_leave_1#4;[Ohi leaves the window again, back to normal position.]
spokentexts_a02_salonwagen_vorderer_eingang_leave_2_st_1;Espérons que l'ingénieur remettra le train en marche bientôt.
sequences_a02_salonwagen_vorderer_eingang_leave_2#2;[Ohi gets out of the wagon.]
texts_a02_salonwagen_vorhang_mo_inventar;Rideau
texts_a02_salonwagen_vorhang_mo_inventar_2;Rideau huileux
texts_a02_salonwagen_vorhang_mo_mit_rum;Rideau imbibé d'alcool
texts_a02_salonwagen_vorhang_mo_take_1;Prendre le rideau
texts_a02_salonwagen_vorhang_mo_used_mit_alkohol_1;Tremper avec du Rhum
texts_a02_salonwagen_vorhang_mo_used_mit_alkohol_2;Mettre dans la bouteille
texts_a02_salonwagen_vorhang_mo_used_mit_streichhoelzer;Régler le rideau grasse sur feu
texts_a02_salonwagen_vorhang_mo_used_mit_streichhoelzer_1;Mettre le feu au rideau
texts_a02_salonwagen_vorhang_mo_used_mit_stuhlbein_1;Enrouler le rideau autour du pied de chaise
spokentexts_a02_salonwagen_vorhang_ex_2_st_1;Un beau rideau mais assez lourd. La surface est brillante et douce.
spokentexts_a02_salonwagen_vorhang_ex_2_st_2;Il ne brûlera probablement pas facilement, comme les nappes. Les règles de sécurité l'exigent... Étant donné la situation actuelle, est en fait une bonne chose.
spokentexts_a02_salonwagen_vorhang_ex_3_st_1;La graisse de l'attelage recouvre le rideau. Il ne sera plus jamais propre.
sequences_a02_salonwagen_vorhang_take_1#1;[Ohi goes to the curtain, tears it down and throws it over his shoulder.]
sequences_a02_salonwagen_vorhang_used_mit_rum_1#1;[Ohi erases the match, throws it away.]
sequences_a02_salonwagen_vorhang_used_mit_rum_1#2;[Ohi takes the liquor bottle from the bar and turns it. Then he takes the cloth from the shoulder, keeping it in front of the opening, turn the bottle and moves it to a couple of times now and then.]
sequences_a02_salonwagen_vorhang_used_mit_rum_1#4;[Ohi lies down the curtain back on the shoulder and puts the bottle back on the counter.]
spokentexts_a02_salonwagen_vorhang_used_mit_rum_1_st_2;On peut pas dire que le tissu était fait pour être imbibé du rhum.
spokentexts_a02_salonwagen_vorhang_used_mit_rum_1_st_3;D'autre part, j'en ai tellement sur les mains que je sens comme un poivrot.
spokentexts_a02_salonwagen_vorhang_used_mit_rum_2_st_1;Hmm. Ça va me faire un truc comme un cocktail Molotov.
spokentexts_a02_salonwagen_vorhang_used_mit_rum_2_st_2;Je veux de la lumière, mais je ne veux pas qu'elle vienne d'un mur de flammes !
spokentexts_a02_salonwagen_vorhang_used_mit_streichhoelzer_1_st_1;Même si je pouvais allumér le tissu, comment faire pour porter le feu ?
spokentexts_a02_salonwagen_vorhang_used_mit_streichhoelzer_2_st_1;L'huile et le graisse brûlent brillamment et chaudement... Mais elles exigent aussi une flamme chaude pour brûler. Une allumette normale ne fera pas l'affaire.
sequences_a02_salonwagen_vorhang_used_mit_stuhlbein_1#2;[Ohi pulls out the chair leg and takes the curtain from the shoulder. He then wraps the curtain tightly around the leg of the chair.]
sequences_a02_salonwagen_vorhang_used_mit_stuhlbein_1#4;[Ohi's done and looks at his work.]
spokentexts_a02_salonwagen_vorhang_used_mit_vorhang_2__st_1;Faire une torche est une bonne idée. Mais le tissu ne semble pas être particulièrement inflammable.
sequences_a02_salonwagen_seq_a02_salonwagen_streichholz_abgebrannt#0;[Ohi blows out the match and throws it away.]
spokentexts_a02_salonwagen_seq_a02_salonwagen_streichholz_abgebrannt_st_2_direction;Blows the match off
spokentexts_a02_salonwagen_seq_a02_salonwagen_streichholz_abgebrannt_st_2;Pfff !
sequences_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt#0;[Ohi enters the saloon wagon, he don't look forward, but is busy touching his aching elbow.]
sequences_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt#1;[Camera close to Ohi. We see how he touches his elbow and is careless.]
sequences_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt#2;[Suddenly, just in front of Ohi a match is lit. Ohi startled to recognize the doctor and then relax a bit.]
sequences_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt#3;[Doctor ignited matchstick, frightened himself a little and then stands with the match in his hand (idle).]
sequences_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt#4;[If the match is lit cut on the doctor who is illuminated by the light.]
spokentexts_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt_st_1_direction;frightened inhalation
spokentexts_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt_st_1;Hhh !
spokentexts_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt_st_2;Oh, excusez-moi.
spokentexts_a02_salonwagen_seq_a02_salonwagen_zusammenstoss_mit_arzt_st_4;Je ne voulais pas vous faire peur.
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#0;[Ohi goes to the waiting passengers, the camera moves with him. The investigator is at the doctor, changed a few words with him. As you get closer its conversations gets louder, is to be understood more clearly.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#1;[Cut to the archaeologists.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#2;[The archaeologist stands there scared, looking around anxiously and presses his leather bag to his chest (idle).]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#3;[Closeup nurse.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#4;[The nurse bent down to the writer and talked to her. (Idle). Now she reappears and looks towards train because of the slowly starts to move.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#5;[Back to Ohi / investigator-Scene.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_8_direction;with loud voice
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_8;Écoutez, tout le monde !
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_9_direction;with loud voice
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_9;Écoutez !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#8;[The guard comes coughing and staggering from the Ohi opposite direction.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_3_direction;coughs from the smoke
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_3;Erk-Erk !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#10;[The investigator whirls around, raises the flashlight and shines the guard into sooty face. He Is blinded, so he quickly lowers the lamp. The guard stands on the wall, the investigators is standing there with the lamp (idle).]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_4;Robert ! Quelle est la situation ?
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_5_direction;out of breath, coughing
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_5;Erk... Je ne trouvais pas l'ingénieur, donc je suis entré dans la cabine du chauffeur et j'ai moi-même enlevé le frein.
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_6_direction;out of breath, coughing
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_6;Il fait sacrement chaud là-dedans. Tôt ou tard, la locomotive va exploser.
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#14;[Ohi has approached them.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_7;Bien. Bon boulot. Vous aussi.
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#16;"[He looks at the ""also"" just in Ohis direction.]"
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#17;[He turns to the people, lifts his arms to gain attention (idle).]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_10_direction;with loud voice
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_10;Écoutez, s'il vous plaît !
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_14_direction;interrupts panicly the investigator
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_14;Matty !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#27;[Cut to the nurse.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#28;[The nurse looks around, searching frantically.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_15_direction;panic
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_15;Où est Matt ? Où est mon fils ?
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#30;[The investigator goes up to her, calming stretches out his hand and looks around.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_16_direction;gets interrupted
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_16;Calmez-vous, madame. Je suis sûr que...
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_17_direction;interrupts the investigator
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_17;Là !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#33;[The guard points to a window in the faster passing train. Behind this is the timid boy who cries, slams his fist against the window and alternately staring outside and towards the Wagon.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_18_direction;muffled screams
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_18;AU SECOURS !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#35;[The nurse looks up, the investigators spins around.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_19_direction;panic, despair
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_19;MATTY !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#37;[Cut to Ohi. He is closest to the train, which gets faster.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#38;[Ohi saw the boy, looks at the accelerating train. He has grasped the situation, makes two or three quick steps and grabs the railing / steps of the transition.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#39;[Cut to the audience.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#40;[The guard makes a few awkward steps behind, the train has already left. The investigator has his hand still on the shoulder of the nurse, which curves screaming with fear He just stares to Ohi.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_20_direction;Fear, despair
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_20;NOOOOON !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#42;[Cut back to Ohi. The camera facing forward along the train and moves with the train.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#43;[Ohis feet are cut across the floor. The tube with his heart pills falls out of his pocket and shatters on the floor. The pills flying in all directions, the camera goes right through it.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#44;[He pulls painfully on the railing, hanging there like a wet sack. The end of the tunnel is approaching. But we also see a rock in the vicinity of the exit, which extends a long way into the tunnel, and would hit him, if he stays like this]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#45;[Cut to Ohis face.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#46;[He looks forward, sees the rock. Despite pain, he again mobilized all forces and pushes himself up.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#47;[Cut back to the previous camera.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_21_direction;big effort
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_21;Hupmmm !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#49;[Ohi presses himself at the last minute over the railing and falls headlong rattling on the metal plates at the end of the saloon wagon. The rock misses to the camera, the end of the tunnel is reached.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#50;[The train and the camera are enveloped by brilliant light, everything is white (a white panel at the end of the section).]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#6;[*** END OF SECTION*** PLEASE START SECTION 03 *** END OF SECTION ***]
